probe_number,X,Y,Z,checkerboard_number
7,-185.29411764705884,-285.0,1000,3
10,-132.3529411764706,-285.0,1000,3
12,-97.05882352941177,-285.0,1000,3
24,114.70588235294119,-285.0,1000,3
26,150.0,-285.0,1000,3
29,202.94117647058826,-285.0,1000,3
30,220.58823529411765,-285.0,1000,3
31,238.23529411764707,-285.0,1000,3
49,-44.11764705882353,-255.0,1000,3
51,-8.823529411764707,-255.0,1000,3
55,61.76470588235294,-255.0,1000,3
57,97.05882352941177,-255.0,1000,3
63,202.94117647058826,-255.0,1000,3
67,273.5294117647059,-255.0,1000,3
79,-114.70588235294119,-225.0,1000,3
84,-26.47058823529412,-225.0,1000,3
86,8.823529411764707,-225.0,1000,3
114,-97.05882352941177,-195.0,1000,3
118,-26.47058823529412,-195.0,1000,3
119,-8.823529411764707,-195.0,1000,3
153,-8.823529411764707,-165.0,1000,3
158,79.41176470588236,-165.0,1000,3
166,220.58823529411765,-165.0,1000,3
170,291.1764705882353,-165.0,1000,3
174,-238.23529411764707,-135.0,1000,3
178,-167.64705882352942,-135.0,1000,3
185,-44.11764705882353,-135.0,1000,3
190,44.11764705882353,-135.0,1000,3
203,273.5294117647059,-135.0,1000,3
204,291.1764705882353,-135.0,1000,3
210,-202.94117647058826,-105.0,1000,3
211,-185.29411764705884,-105.0,1000,3
218,-61.76470588235294,-105.0,1000,3
219,-44.11764705882353,-105.0,1000,3
223,26.47058823529412,-105.0,1000,3
225,61.76470588235294,-105.0,1000,3
228,114.70588235294119,-105.0,1000,3
230,150.0,-105.0,1000,3
238,291.1764705882353,-105.0,1000,3
239,-291.1764705882353,-75.0,1000,3
241,-255.8823529411765,-75.0,1000,3
247,-150.0,-75.0,1000,3
250,-97.05882352941177,-75.0,1000,3
252,-61.76470588235294,-75.0,1000,3
257,26.47058823529412,-75.0,1000,3
261,97.05882352941177,-75.0,1000,3
264,150.0,-75.0,1000,3
271,273.5294117647059,-75.0,1000,3
275,-255.8823529411765,-45.0,1000,3
281,-150.0,-45.0,1000,3
282,-132.3529411764706,-45.0,1000,3
285,-79.41176470588236,-45.0,1000,3
289,-8.823529411764707,-45.0,1000,3
291,26.47058823529412,-45.0,1000,3
294,79.41176470588236,-45.0,1000,3
296,114.70588235294119,-45.0,1000,3
297,132.3529411764706,-45.0,1000,3
300,185.29411764705884,-45.0,1000,3
301,202.94117647058826,-45.0,1000,3
303,238.23529411764707,-45.0,1000,3
309,-255.8823529411765,-15.0,1000,3
314,-167.64705882352942,-15.0,1000,3
324,8.823529411764707,-15.0,1000,3
331,132.3529411764706,-15.0,1000,3
332,150.0,-15.0,1000,3
338,255.8823529411765,-15.0,1000,3
340,291.1764705882353,-15.0,1000,3
347,-185.29411764705884,15.0,1000,3
348,-167.64705882352942,15.0,1000,3
349,-150.0,15.0,1000,3
355,-44.11764705882353,15.0,1000,3
359,26.47058823529412,15.0,1000,3
361,61.76470588235294,15.0,1000,3
364,114.70588235294119,15.0,1000,3
366,150.0,15.0,1000,3
367,167.64705882352942,15.0,1000,3
369,202.94117647058826,15.0,1000,3
372,255.8823529411765,15.0,1000,3
376,-273.5294117647059,45.0,1000,3
378,-238.23529411764707,45.0,1000,3
379,-220.58823529411765,45.0,1000,3
382,-167.64705882352942,45.0,1000,3
385,-114.70588235294119,45.0,1000,3
388,-61.76470588235294,45.0,1000,3
399,132.3529411764706,45.0,1000,3
400,150.0,45.0,1000,3
432,114.70588235294119,75.0,1000,3
435,167.64705882352942,75.0,1000,3
447,-220.58823529411765,105.0,1000,3
451,-150.0,105.0,1000,3
453,-114.70588235294119,105.0,1000,3
454,-97.05882352941177,105.0,1000,3
459,-8.823529411764707,105.0,1000,3
469,167.64705882352942,105.0,1000,3
470,185.29411764705884,105.0,1000,3
480,-238.23529411764707,135.0,1000,3
482,-202.94117647058826,135.0,1000,3
492,-26.47058823529412,135.0,1000,3
496,44.11764705882353,135.0,1000,3
500,114.70588235294119,135.0,1000,3
512,-273.5294117647059,165.0,1000,3
514,-238.23529411764707,165.0,1000,3
549,-220.58823529411765,195.0,1000,3
556,-97.05882352941177,195.0,1000,3
559,-44.11764705882353,195.0,1000,3
562,8.823529411764707,195.0,1000,3
565,61.76470588235294,195.0,1000,3
568,114.70588235294119,195.0,1000,3
580,-273.5294117647059,225.0,1000,3
582,-238.23529411764707,225.0,1000,3
583,-220.58823529411765,225.0,1000,3
586,-167.64705882352942,225.0,1000,3
598,44.11764705882353,225.0,1000,3
604,150.0,225.0,1000,3
606,185.29411764705884,225.0,1000,3
613,-291.1764705882353,255.0,1000,3
617,-220.58823529411765,255.0,1000,3
619,-185.29411764705884,255.0,1000,3
625,-79.41176470588236,255.0,1000,3
633,61.76470588235294,255.0,1000,3
648,-273.5294117647059,285.0,1000,3
665,26.47058823529412,285.0,1000,3
668,79.41176470588236,285.0,1000,3
674,185.29411764705884,285.0,1000,3
675,202.94117647058826,285.0,1000,3
