probe_number,X,Y,Z,checkerboard_number
1,-291.1764705882353,-285.0,1000,11
8,-167.64705882352942,-285.0,1000,11
17,-8.823529411764707,-285.0,1000,11
23,97.05882352941177,-285.0,1000,11
30,220.58823529411765,-285.0,1000,11
31,238.23529411764707,-285.0,1000,11
33,273.5294117647059,-285.0,1000,11
34,291.1764705882353,-285.0,1000,11
43,-150.0,-255.0,1000,11
44,-132.3529411764706,-255.0,1000,11
51,-8.823529411764707,-255.0,1000,11
53,26.47058823529412,-255.0,1000,11
54,44.11764705882353,-255.0,1000,11
55,61.76470588235294,-255.0,1000,11
56,79.41176470588236,-255.0,1000,11
60,150.0,-255.0,1000,11
64,220.58823529411765,-255.0,1000,11
67,273.5294117647059,-255.0,1000,11
69,-291.1764705882353,-225.0,1000,11
71,-255.8823529411765,-225.0,1000,11
78,-132.3529411764706,-225.0,1000,11
80,-97.05882352941177,-225.0,1000,11
81,-79.41176470588236,-225.0,1000,11
90,79.41176470588236,-225.0,1000,11
96,185.29411764705884,-225.0,1000,11
98,220.58823529411765,-225.0,1000,11
104,-273.5294117647059,-195.0,1000,11
108,-202.94117647058826,-195.0,1000,11
112,-132.3529411764706,-195.0,1000,11
114,-97.05882352941177,-195.0,1000,11
115,-79.41176470588236,-195.0,1000,11
123,61.76470588235294,-195.0,1000,11
125,97.05882352941177,-195.0,1000,11
130,185.29411764705884,-195.0,1000,11
131,202.94117647058826,-195.0,1000,11
132,220.58823529411765,-195.0,1000,11
133,238.23529411764707,-195.0,1000,11
141,-220.58823529411765,-165.0,1000,11
161,132.3529411764706,-165.0,1000,11
162,150.0,-165.0,1000,11
163,167.64705882352942,-165.0,1000,11
165,202.94117647058826,-165.0,1000,11
167,238.23529411764707,-165.0,1000,11
169,273.5294117647059,-165.0,1000,11
177,-185.29411764705884,-135.0,1000,11
182,-97.05882352941177,-135.0,1000,11
194,114.70588235294119,-135.0,1000,11
211,-185.29411764705884,-105.0,1000,11
215,-114.70588235294119,-105.0,1000,11
216,-97.05882352941177,-105.0,1000,11
220,-26.47058823529412,-105.0,1000,11
231,167.64705882352942,-105.0,1000,11
232,185.29411764705884,-105.0,1000,11
233,202.94117647058826,-105.0,1000,11
248,-132.3529411764706,-75.0,1000,11
254,-26.47058823529412,-75.0,1000,11
259,61.76470588235294,-75.0,1000,11
260,79.41176470588236,-75.0,1000,11
261,97.05882352941177,-75.0,1000,11
272,291.1764705882353,-75.0,1000,11
274,-273.5294117647059,-45.0,1000,11
275,-255.8823529411765,-45.0,1000,11
285,-79.41176470588236,-45.0,1000,11
290,8.823529411764707,-45.0,1000,11
293,61.76470588235294,-45.0,1000,11
300,185.29411764705884,-45.0,1000,11
301,202.94117647058826,-45.0,1000,11
317,-114.70588235294119,-15.0,1000,11
321,-44.11764705882353,-15.0,1000,11
324,8.823529411764707,-15.0,1000,11
327,61.76470588235294,-15.0,1000,11
332,150.0,-15.0,1000,11
333,167.64705882352942,-15.0,1000,11
334,185.29411764705884,-15.0,1000,11
347,-185.29411764705884,15.0,1000,11
351,-114.70588235294119,15.0,1000,11
362,79.41176470588236,15.0,1000,11
376,-273.5294117647059,45.0,1000,11
379,-220.58823529411765,45.0,1000,11
382,-167.64705882352942,45.0,1000,11
385,-114.70588235294119,45.0,1000,11
394,44.11764705882353,45.0,1000,11
404,220.58823529411765,45.0,1000,11
412,-238.23529411764707,75.0,1000,11
429,61.76470588235294,75.0,1000,11
431,97.05882352941177,75.0,1000,11
434,150.0,75.0,1000,11
436,185.29411764705884,75.0,1000,11
448,-202.94117647058826,105.0,1000,11
452,-132.3529411764706,105.0,1000,11
453,-114.70588235294119,105.0,1000,11
454,-97.05882352941177,105.0,1000,11
455,-79.41176470588236,105.0,1000,11
456,-61.76470588235294,105.0,1000,11
459,-8.823529411764707,105.0,1000,11
461,26.47058823529412,105.0,1000,11
463,61.76470588235294,105.0,1000,11
468,150.0,105.0,1000,11
469,167.64705882352942,105.0,1000,11
471,202.94117647058826,105.0,1000,11
472,220.58823529411765,105.0,1000,11
486,-132.3529411764706,135.0,1000,11
488,-97.05882352941177,135.0,1000,11
492,-26.47058823529412,135.0,1000,11
495,26.47058823529412,135.0,1000,11
503,167.64705882352942,135.0,1000,11
505,202.94117647058826,135.0,1000,11
507,238.23529411764707,135.0,1000,11
