probe_number,X,Y,Z,checkerboard_number
6,-202.94117647058826,-285.0,1000,7
11,-114.70588235294119,-285.0,1000,7
21,61.76470588235294,-285.0,1000,7
22,79.41176470588236,-285.0,1000,7
24,114.70588235294119,-285.0,1000,7
32,255.8823529411765,-285.0,1000,7
34,291.1764705882353,-285.0,1000,7
35,-291.1764705882353,-255.0,1000,7
37,-255.8823529411765,-255.0,1000,7
43,-150.0,-255.0,1000,7
45,-114.70588235294119,-255.0,1000,7
59,132.3529411764706,-255.0,1000,7
64,220.58823529411765,-255.0,1000,7
73,-220.58823529411765,-225.0,1000,7
79,-114.70588235294119,-225.0,1000,7
81,-79.41176470588236,-225.0,1000,7
85,-8.823529411764707,-225.0,1000,7
89,61.76470588235294,-225.0,1000,7
104,-273.5294117647059,-195.0,1000,7
112,-132.3529411764706,-195.0,1000,7
113,-114.70588235294119,-195.0,1000,7
117,-44.11764705882353,-195.0,1000,7
126,114.70588235294119,-195.0,1000,7
142,-202.94117647058826,-165.0,1000,7
164,185.29411764705884,-165.0,1000,7
166,220.58823529411765,-165.0,1000,7
170,291.1764705882353,-165.0,1000,7
179,-150.0,-135.0,1000,7
188,8.823529411764707,-135.0,1000,7
206,-273.5294117647059,-105.0,1000,7
210,-202.94117647058826,-105.0,1000,7
212,-167.64705882352942,-105.0,1000,7
213,-150.0,-105.0,1000,7
223,26.47058823529412,-105.0,1000,7
226,79.41176470588236,-105.0,1000,7
230,150.0,-105.0,1000,7
233,202.94117647058826,-105.0,1000,7
246,-167.64705882352942,-75.0,1000,7
252,-61.76470588235294,-75.0,1000,7
256,8.823529411764707,-75.0,1000,7
259,61.76470588235294,-75.0,1000,7
260,79.41176470588236,-75.0,1000,7
261,97.05882352941177,-75.0,1000,7
263,132.3529411764706,-75.0,1000,7
267,202.94117647058826,-75.0,1000,7
269,238.23529411764707,-75.0,1000,7
271,273.5294117647059,-75.0,1000,7
275,-255.8823529411765,-45.0,1000,7
279,-185.29411764705884,-45.0,1000,7
283,-114.70588235294119,-45.0,1000,7
285,-79.41176470588236,-45.0,1000,7
292,44.11764705882353,-45.0,1000,7
305,273.5294117647059,-45.0,1000,7
324,8.823529411764707,-15.0,1000,7
325,26.47058823529412,-15.0,1000,7
326,44.11764705882353,-15.0,1000,7
332,150.0,-15.0,1000,7
338,255.8823529411765,-15.0,1000,7
341,-291.1764705882353,15.0,1000,7
343,-255.8823529411765,15.0,1000,7
346,-202.94117647058826,15.0,1000,7
350,-132.3529411764706,15.0,1000,7
354,-61.76470588235294,15.0,1000,7
362,79.41176470588236,15.0,1000,7
363,97.05882352941177,15.0,1000,7
365,132.3529411764706,15.0,1000,7
369,202.94117647058826,15.0,1000,7
377,-255.8823529411765,45.0,1000,7
383,-150.0,45.0,1000,7
387,-79.41176470588236,45.0,1000,7
389,-44.11764705882353,45.0,1000,7
392,8.823529411764707,45.0,1000,7
394,44.11764705882353,45.0,1000,7
395,61.76470588235294,45.0,1000,7
403,202.94117647058826,45.0,1000,7
405,238.23529411764707,45.0,1000,7
416,-167.64705882352942,75.0,1000,7
427,26.47058823529412,75.0,1000,7
435,167.64705882352942,75.0,1000,7
438,220.58823529411765,75.0,1000,7
455,-79.41176470588236,105.0,1000,7
456,-61.76470588235294,105.0,1000,7
462,44.11764705882353,105.0,1000,7
464,79.41176470588236,105.0,1000,7
469,167.64705882352942,105.0,1000,7
485,-150.0,135.0,1000,7
490,-61.76470588235294,135.0,1000,7
500,114.70588235294119,135.0,1000,7
514,-238.23529411764707,165.0,1000,7
518,-167.64705882352942,165.0,1000,7
536,150.0,165.0,1000,7
540,220.58823529411765,165.0,1000,7
550,-202.94117647058826,195.0,1000,7
558,-61.76470588235294,195.0,1000,7
559,-44.11764705882353,195.0,1000,7
566,79.41176470588236,195.0,1000,7
568,114.70588235294119,195.0,1000,7
570,150.0,195.0,1000,7
572,185.29411764705884,195.0,1000,7
582,-238.23529411764707,225.0,1000,7
584,-202.94117647058826,225.0,1000,7
589,-114.70588235294119,225.0,1000,7
590,-97.05882352941177,225.0,1000,7
591,-79.41176470588236,225.0,1000,7
595,-8.823529411764707,225.0,1000,7
601,97.05882352941177,225.0,1000,7
610,255.8823529411765,225.0,1000,7
613,-291.1764705882353,255.0,1000,7
623,-114.70588235294119,255.0,1000,7
626,-61.76470588235294,255.0,1000,7
628,-26.47058823529412,255.0,1000,7
632,44.11764705882353,255.0,1000,7
638,150.0,255.0,1000,7
639,167.64705882352942,255.0,1000,7
647,-291.1764705882353,285.0,1000,7
649,-255.8823529411765,285.0,1000,7
650,-238.23529411764707,285.0,1000,7
661,-44.11764705882353,285.0,1000,7
667,61.76470588235294,285.0,1000,7
669,97.05882352941177,285.0,1000,7
672,150.0,285.0,1000,7
676,220.58823529411765,285.0,1000,7
678,255.8823529411765,285.0,1000,7
