probe_number,X,Y,Z,checkerboard_number
1,-291.1764705882353,-285.0,1000,5
7,-185.29411764705884,-285.0,1000,5
11,-114.70588235294119,-285.0,1000,5
14,-61.76470588235294,-285.0,1000,5
16,-26.47058823529412,-285.0,1000,5
30,220.58823529411765,-285.0,1000,5
37,-255.8823529411765,-255.0,1000,5
39,-220.58823529411765,-255.0,1000,5
40,-202.94117647058826,-255.0,1000,5
41,-185.29411764705884,-255.0,1000,5
50,-26.47058823529412,-255.0,1000,5
52,8.823529411764707,-255.0,1000,5
63,202.94117647058826,-255.0,1000,5
65,238.23529411764707,-255.0,1000,5
72,-238.23529411764707,-225.0,1000,5
80,-97.05882352941177,-225.0,1000,5
89,61.76470588235294,-225.0,1000,5
91,97.05882352941177,-225.0,1000,5
93,132.3529411764706,-225.0,1000,5
98,220.58823529411765,-225.0,1000,5
100,255.8823529411765,-225.0,1000,5
110,-167.64705882352942,-195.0,1000,5
111,-150.0,-195.0,1000,5
137,-291.1764705882353,-165.0,1000,5
144,-167.64705882352942,-165.0,1000,5
150,-61.76470588235294,-165.0,1000,5
151,-44.11764705882353,-165.0,1000,5
157,61.76470588235294,-165.0,1000,5
164,185.29411764705884,-165.0,1000,5
169,273.5294117647059,-165.0,1000,5
170,291.1764705882353,-165.0,1000,5
174,-238.23529411764707,-135.0,1000,5
175,-220.58823529411765,-135.0,1000,5
177,-185.29411764705884,-135.0,1000,5
179,-150.0,-135.0,1000,5
184,-61.76470588235294,-135.0,1000,5
188,8.823529411764707,-135.0,1000,5
200,220.58823529411765,-135.0,1000,5
207,-255.8823529411765,-105.0,1000,5
218,-61.76470588235294,-105.0,1000,5
225,61.76470588235294,-105.0,1000,5
227,97.05882352941177,-105.0,1000,5
230,150.0,-105.0,1000,5
232,185.29411764705884,-105.0,1000,5
244,-202.94117647058826,-75.0,1000,5
248,-132.3529411764706,-75.0,1000,5
253,-44.11764705882353,-75.0,1000,5
263,132.3529411764706,-75.0,1000,5
265,167.64705882352942,-75.0,1000,5
268,220.58823529411765,-75.0,1000,5
275,-255.8823529411765,-45.0,1000,5
277,-220.58823529411765,-45.0,1000,5
295,97.05882352941177,-45.0,1000,5
296,114.70588235294119,-45.0,1000,5
297,132.3529411764706,-45.0,1000,5
300,185.29411764705884,-45.0,1000,5
304,255.8823529411765,-45.0,1000,5
305,273.5294117647059,-45.0,1000,5
308,-273.5294117647059,-15.0,1000,5
309,-255.8823529411765,-15.0,1000,5
313,-185.29411764705884,-15.0,1000,5
317,-114.70588235294119,-15.0,1000,5
319,-79.41176470588236,-15.0,1000,5
324,8.823529411764707,-15.0,1000,5
327,61.76470588235294,-15.0,1000,5
332,150.0,-15.0,1000,5
337,238.23529411764707,-15.0,1000,5
355,-44.11764705882353,15.0,1000,5
362,79.41176470588236,15.0,1000,5
369,202.94117647058826,15.0,1000,5
371,238.23529411764707,15.0,1000,5
374,291.1764705882353,15.0,1000,5
375,-291.1764705882353,45.0,1000,5
379,-220.58823529411765,45.0,1000,5
391,-8.823529411764707,45.0,1000,5
417,-150.0,75.0,1000,5
420,-97.05882352941177,75.0,1000,5
423,-44.11764705882353,75.0,1000,5
427,26.47058823529412,75.0,1000,5
428,44.11764705882353,75.0,1000,5
429,61.76470588235294,75.0,1000,5
432,114.70588235294119,75.0,1000,5
434,150.0,75.0,1000,5
437,202.94117647058826,75.0,1000,5
442,291.1764705882353,75.0,1000,5
443,-291.1764705882353,105.0,1000,5
452,-132.3529411764706,105.0,1000,5
457,-44.11764705882353,105.0,1000,5
458,-26.47058823529412,105.0,1000,5
459,-8.823529411764707,105.0,1000,5
464,79.41176470588236,105.0,1000,5
466,114.70588235294119,105.0,1000,5
467,132.3529411764706,105.0,1000,5
469,167.64705882352942,105.0,1000,5
470,185.29411764705884,105.0,1000,5
472,220.58823529411765,105.0,1000,5
473,238.23529411764707,105.0,1000,5
478,-273.5294117647059,135.0,1000,5
480,-238.23529411764707,135.0,1000,5
481,-220.58823529411765,135.0,1000,5
492,-26.47058823529412,135.0,1000,5
494,8.823529411764707,135.0,1000,5
495,26.47058823529412,135.0,1000,5
510,291.1764705882353,135.0,1000,5
511,-291.1764705882353,165.0,1000,5
513,-255.8823529411765,165.0,1000,5
516,-202.94117647058826,165.0,1000,5
519,-150.0,165.0,1000,5
524,-61.76470588235294,165.0,1000,5
528,8.823529411764707,165.0,1000,5
530,44.11764705882353,165.0,1000,5
534,114.70588235294119,165.0,1000,5
535,132.3529411764706,165.0,1000,5
536,150.0,165.0,1000,5
538,185.29411764705884,165.0,1000,5
545,-291.1764705882353,195.0,1000,5
547,-255.8823529411765,195.0,1000,5
548,-238.23529411764707,195.0,1000,5
557,-79.41176470588236,195.0,1000,5
560,-26.47058823529412,195.0,1000,5
562,8.823529411764707,195.0,1000,5
567,97.05882352941177,195.0,1000,5
568,114.70588235294119,195.0,1000,5
570,150.0,195.0,1000,5
573,202.94117647058826,195.0,1000,5
574,220.58823529411765,195.0,1000,5
601,97.05882352941177,225.0,1000,5
608,220.58823529411765,225.0,1000,5
620,-167.64705882352942,255.0,1000,5
625,-79.41176470588236,255.0,1000,5
633,61.76470588235294,255.0,1000,5
634,79.41176470588236,255.0,1000,5
635,97.05882352941177,255.0,1000,5
640,185.29411764705884,255.0,1000,5
651,-220.58823529411765,285.0,1000,5
659,-79.41176470588236,285.0,1000,5
661,-44.11764705882353,285.0,1000,5
666,44.11764705882353,285.0,1000,5
674,185.29411764705884,285.0,1000,5
