probe_number,X,Y,Z,checkerboard_number
1,-291.1764705882353,-285.0,1000,14
6,-202.94117647058826,-285.0,1000,14
9,-150.0,-285.0,1000,14
24,114.70588235294119,-285.0,1000,14
27,167.64705882352942,-285.0,1000,14
34,291.1764705882353,-285.0,1000,14
37,-255.8823529411765,-255.0,1000,14
43,-150.0,-255.0,1000,14
47,-79.41176470588236,-255.0,1000,14
49,-44.11764705882353,-255.0,1000,14
56,79.41176470588236,-255.0,1000,14
74,-202.94117647058826,-225.0,1000,14
79,-114.70588235294119,-225.0,1000,14
82,-61.76470588235294,-225.0,1000,14
90,79.41176470588236,-225.0,1000,14
93,132.3529411764706,-225.0,1000,14
97,202.94117647058826,-225.0,1000,14
98,220.58823529411765,-225.0,1000,14
101,273.5294117647059,-225.0,1000,14
110,-167.64705882352942,-195.0,1000,14
113,-114.70588235294119,-195.0,1000,14
116,-61.76470588235294,-195.0,1000,14
117,-44.11764705882353,-195.0,1000,14
119,-8.823529411764707,-195.0,1000,14
139,-255.8823529411765,-165.0,1000,14
140,-238.23529411764707,-165.0,1000,14
143,-185.29411764705884,-165.0,1000,14
148,-97.05882352941177,-165.0,1000,14
151,-44.11764705882353,-165.0,1000,14
154,8.823529411764707,-165.0,1000,14
156,44.11764705882353,-165.0,1000,14
163,167.64705882352942,-165.0,1000,14
176,-202.94117647058826,-135.0,1000,14
187,-8.823529411764707,-135.0,1000,14
189,26.47058823529412,-135.0,1000,14
197,167.64705882352942,-135.0,1000,14
198,185.29411764705884,-135.0,1000,14
212,-167.64705882352942,-105.0,1000,14
216,-97.05882352941177,-105.0,1000,14
226,79.41176470588236,-105.0,1000,14
228,114.70588235294119,-105.0,1000,14
231,167.64705882352942,-105.0,1000,14
235,238.23529411764707,-105.0,1000,14
236,255.8823529411765,-105.0,1000,14
237,273.5294117647059,-105.0,1000,14
240,-273.5294117647059,-75.0,1000,14
242,-238.23529411764707,-75.0,1000,14
244,-202.94117647058826,-75.0,1000,14
246,-167.64705882352942,-75.0,1000,14
249,-114.70588235294119,-75.0,1000,14
260,79.41176470588236,-75.0,1000,14
262,114.70588235294119,-75.0,1000,14
268,220.58823529411765,-75.0,1000,14
275,-255.8823529411765,-45.0,1000,14
280,-167.64705882352942,-45.0,1000,14
281,-150.0,-45.0,1000,14
283,-114.70588235294119,-45.0,1000,14
288,-26.47058823529412,-45.0,1000,14
299,167.64705882352942,-45.0,1000,14
302,220.58823529411765,-45.0,1000,14
308,-273.5294117647059,-15.0,1000,14
310,-238.23529411764707,-15.0,1000,14
325,26.47058823529412,-15.0,1000,14
328,79.41176470588236,-15.0,1000,14
335,202.94117647058826,-15.0,1000,14
344,-238.23529411764707,15.0,1000,14
349,-150.0,15.0,1000,14
354,-61.76470588235294,15.0,1000,14
365,132.3529411764706,15.0,1000,14
367,167.64705882352942,15.0,1000,14
369,202.94117647058826,15.0,1000,14
371,238.23529411764707,15.0,1000,14
374,291.1764705882353,15.0,1000,14
375,-291.1764705882353,45.0,1000,14
376,-273.5294117647059,45.0,1000,14
382,-167.64705882352942,45.0,1000,14
383,-150.0,45.0,1000,14
385,-114.70588235294119,45.0,1000,14
386,-97.05882352941177,45.0,1000,14
388,-61.76470588235294,45.0,1000,14
394,44.11764705882353,45.0,1000,14
409,-291.1764705882353,75.0,1000,14
410,-273.5294117647059,75.0,1000,14
415,-185.29411764705884,75.0,1000,14
422,-61.76470588235294,75.0,1000,14
434,150.0,75.0,1000,14
438,220.58823529411765,75.0,1000,14
439,238.23529411764707,75.0,1000,14
441,273.5294117647059,75.0,1000,14
447,-220.58823529411765,105.0,1000,14
453,-114.70588235294119,105.0,1000,14
465,97.05882352941177,105.0,1000,14
471,202.94117647058826,105.0,1000,14
474,255.8823529411765,105.0,1000,14
475,273.5294117647059,105.0,1000,14
479,-255.8823529411765,135.0,1000,14
489,-79.41176470588236,135.0,1000,14
495,26.47058823529412,135.0,1000,14
499,97.05882352941177,135.0,1000,14
500,114.70588235294119,135.0,1000,14
502,150.0,135.0,1000,14
512,-273.5294117647059,165.0,1000,14
513,-255.8823529411765,165.0,1000,14
515,-220.58823529411765,165.0,1000,14
518,-167.64705882352942,165.0,1000,14
519,-150.0,165.0,1000,14
531,61.76470588235294,165.0,1000,14
535,132.3529411764706,165.0,1000,14
541,238.23529411764707,165.0,1000,14
545,-291.1764705882353,195.0,1000,14
546,-273.5294117647059,195.0,1000,14
547,-255.8823529411765,195.0,1000,14
571,167.64705882352942,195.0,1000,14
573,202.94117647058826,195.0,1000,14
575,238.23529411764707,195.0,1000,14
577,273.5294117647059,195.0,1000,14
587,-150.0,225.0,1000,14
589,-114.70588235294119,225.0,1000,14
590,-97.05882352941177,225.0,1000,14
596,8.823529411764707,225.0,1000,14
605,167.64705882352942,225.0,1000,14
606,185.29411764705884,225.0,1000,14
609,238.23529411764707,225.0,1000,14
615,-255.8823529411765,255.0,1000,14
617,-220.58823529411765,255.0,1000,14
618,-202.94117647058826,255.0,1000,14
620,-167.64705882352942,255.0,1000,14
630,8.823529411764707,255.0,1000,14
633,61.76470588235294,255.0,1000,14
636,114.70588235294119,255.0,1000,14
642,220.58823529411765,255.0,1000,14
643,238.23529411764707,255.0,1000,14
656,-132.3529411764706,285.0,1000,14
661,-44.11764705882353,285.0,1000,14
662,-26.47058823529412,285.0,1000,14
673,167.64705882352942,285.0,1000,14
