probe_number,X,Y,Z,checkerboard_number
3,-255.8823529411765,-285.0,1000,16
9,-150.0,-285.0,1000,16
10,-132.3529411764706,-285.0,1000,16
11,-114.70588235294119,-285.0,1000,16
12,-97.05882352941177,-285.0,1000,16
13,-79.41176470588236,-285.0,1000,16
14,-61.76470588235294,-285.0,1000,16
15,-44.11764705882353,-285.0,1000,16
30,220.58823529411765,-285.0,1000,16
31,238.23529411764707,-285.0,1000,16
33,273.5294117647059,-285.0,1000,16
35,-291.1764705882353,-255.0,1000,16
36,-273.5294117647059,-255.0,1000,16
38,-238.23529411764707,-255.0,1000,16
47,-79.41176470588236,-255.0,1000,16
49,-44.11764705882353,-255.0,1000,16
53,26.47058823529412,-255.0,1000,16
57,97.05882352941177,-255.0,1000,16
58,114.70588235294119,-255.0,1000,16
60,150.0,-255.0,1000,16
67,273.5294117647059,-255.0,1000,16
73,-220.58823529411765,-225.0,1000,16
81,-79.41176470588236,-225.0,1000,16
95,167.64705882352942,-225.0,1000,16
96,185.29411764705884,-225.0,1000,16
102,291.1764705882353,-225.0,1000,16
103,-291.1764705882353,-195.0,1000,16
116,-61.76470588235294,-195.0,1000,16
125,97.05882352941177,-195.0,1000,16
129,167.64705882352942,-195.0,1000,16
131,202.94117647058826,-195.0,1000,16
132,220.58823529411765,-195.0,1000,16
134,255.8823529411765,-195.0,1000,16
138,-273.5294117647059,-165.0,1000,16
146,-132.3529411764706,-165.0,1000,16
161,132.3529411764706,-165.0,1000,16
162,150.0,-165.0,1000,16
170,291.1764705882353,-165.0,1000,16
171,-291.1764705882353,-135.0,1000,16
194,114.70588235294119,-135.0,1000,16
198,185.29411764705884,-135.0,1000,16
201,238.23529411764707,-135.0,1000,16
204,291.1764705882353,-135.0,1000,16
213,-150.0,-105.0,1000,16
215,-114.70588235294119,-105.0,1000,16
221,-8.823529411764707,-105.0,1000,16
224,44.11764705882353,-105.0,1000,16
226,79.41176470588236,-105.0,1000,16
233,202.94117647058826,-105.0,1000,16
242,-238.23529411764707,-75.0,1000,16
246,-167.64705882352942,-75.0,1000,16
249,-114.70588235294119,-75.0,1000,16
273,-291.1764705882353,-45.0,1000,16
274,-273.5294117647059,-45.0,1000,16
277,-220.58823529411765,-45.0,1000,16
280,-167.64705882352942,-45.0,1000,16
281,-150.0,-45.0,1000,16
290,8.823529411764707,-45.0,1000,16
298,150.0,-45.0,1000,16
300,185.29411764705884,-45.0,1000,16
305,273.5294117647059,-45.0,1000,16
309,-255.8823529411765,-15.0,1000,16
318,-97.05882352941177,-15.0,1000,16
321,-44.11764705882353,-15.0,1000,16
329,97.05882352941177,-15.0,1000,16
342,-273.5294117647059,15.0,1000,16
345,-220.58823529411765,15.0,1000,16
346,-202.94117647058826,15.0,1000,16
349,-150.0,15.0,1000,16
354,-61.76470588235294,15.0,1000,16
362,79.41176470588236,15.0,1000,16
364,114.70588235294119,15.0,1000,16
379,-220.58823529411765,45.0,1000,16
384,-132.3529411764706,45.0,1000,16
389,-44.11764705882353,45.0,1000,16
392,8.823529411764707,45.0,1000,16
394,44.11764705882353,45.0,1000,16
403,202.94117647058826,45.0,1000,16
413,-220.58823529411765,75.0,1000,16
422,-61.76470588235294,75.0,1000,16
425,-8.823529411764707,75.0,1000,16
429,61.76470588235294,75.0,1000,16
433,132.3529411764706,75.0,1000,16
439,238.23529411764707,75.0,1000,16
444,-273.5294117647059,105.0,1000,16
455,-79.41176470588236,105.0,1000,16
458,-26.47058823529412,105.0,1000,16
465,97.05882352941177,105.0,1000,16
466,114.70588235294119,105.0,1000,16
472,220.58823529411765,105.0,1000,16
475,273.5294117647059,105.0,1000,16
480,-238.23529411764707,135.0,1000,16
484,-167.64705882352942,135.0,1000,16
487,-114.70588235294119,135.0,1000,16
488,-97.05882352941177,135.0,1000,16
492,-26.47058823529412,135.0,1000,16
500,114.70588235294119,135.0,1000,16
501,132.3529411764706,135.0,1000,16
507,238.23529411764707,135.0,1000,16
508,255.8823529411765,135.0,1000,16
509,273.5294117647059,135.0,1000,16
525,-44.11764705882353,165.0,1000,16
532,79.41176470588236,165.0,1000,16
534,114.70588235294119,165.0,1000,16
537,167.64705882352942,165.0,1000,16
538,185.29411764705884,165.0,1000,16
547,-255.8823529411765,195.0,1000,16
553,-150.0,195.0,1000,16
554,-132.3529411764706,195.0,1000,16
559,-44.11764705882353,195.0,1000,16
561,-8.823529411764707,195.0,1000,16
572,185.29411764705884,195.0,1000,16
584,-202.94117647058826,225.0,1000,16
587,-150.0,225.0,1000,16
595,-8.823529411764707,225.0,1000,16
600,79.41176470588236,225.0,1000,16
604,150.0,225.0,1000,16
605,167.64705882352942,225.0,1000,16
607,202.94117647058826,225.0,1000,16
608,220.58823529411765,225.0,1000,16
609,238.23529411764707,225.0,1000,16
610,255.8823529411765,225.0,1000,16
617,-220.58823529411765,255.0,1000,16
618,-202.94117647058826,255.0,1000,16
619,-185.29411764705884,255.0,1000,16
621,-150.0,255.0,1000,16
626,-61.76470588235294,255.0,1000,16
634,79.41176470588236,255.0,1000,16
639,167.64705882352942,255.0,1000,16
646,291.1764705882353,255.0,1000,16
657,-114.70588235294119,285.0,1000,16
658,-97.05882352941177,285.0,1000,16
659,-79.41176470588236,285.0,1000,16
663,-8.823529411764707,285.0,1000,16
666,44.11764705882353,285.0,1000,16
670,114.70588235294119,285.0,1000,16
675,202.94117647058826,285.0,1000,16
