probe_number,X,Y,Z,checkerboard_number
2,-273.5294117647059,-285.0,1000,1
5,-220.58823529411765,-285.0,1000,1
9,-150.0,-285.0,1000,1
23,97.05882352941177,-285.0,1000,1
25,132.3529411764706,-285.0,1000,1
27,167.64705882352942,-285.0,1000,1
28,185.29411764705884,-285.0,1000,1
33,273.5294117647059,-285.0,1000,1
44,-132.3529411764706,-255.0,1000,1
46,-97.05882352941177,-255.0,1000,1
50,-26.47058823529412,-255.0,1000,1
67,273.5294117647059,-255.0,1000,1
68,291.1764705882353,-255.0,1000,1
74,-202.94117647058826,-225.0,1000,1
85,-8.823529411764707,-225.0,1000,1
87,26.47058823529412,-225.0,1000,1
100,255.8823529411765,-225.0,1000,1
101,273.5294117647059,-225.0,1000,1
106,-238.23529411764707,-195.0,1000,1
120,8.823529411764707,-195.0,1000,1
128,150.0,-195.0,1000,1
152,-26.47058823529412,-165.0,1000,1
162,150.0,-165.0,1000,1
165,202.94117647058826,-165.0,1000,1
175,-220.58823529411765,-135.0,1000,1
180,-132.3529411764706,-135.0,1000,1
181,-114.70588235294119,-135.0,1000,1
183,-79.41176470588236,-135.0,1000,1
187,-8.823529411764707,-135.0,1000,1
190,44.11764705882353,-135.0,1000,1
198,185.29411764705884,-135.0,1000,1
203,273.5294117647059,-135.0,1000,1
206,-273.5294117647059,-105.0,1000,1
213,-150.0,-105.0,1000,1
214,-132.3529411764706,-105.0,1000,1
230,150.0,-105.0,1000,1
231,167.64705882352942,-105.0,1000,1
233,202.94117647058826,-105.0,1000,1
238,291.1764705882353,-105.0,1000,1
249,-114.70588235294119,-75.0,1000,1
252,-61.76470588235294,-75.0,1000,1
261,97.05882352941177,-75.0,1000,1
264,150.0,-75.0,1000,1
265,167.64705882352942,-75.0,1000,1
269,238.23529411764707,-75.0,1000,1
274,-273.5294117647059,-45.0,1000,1
275,-255.8823529411765,-45.0,1000,1
276,-238.23529411764707,-45.0,1000,1
277,-220.58823529411765,-45.0,1000,1
281,-150.0,-45.0,1000,1
283,-114.70588235294119,-45.0,1000,1
284,-97.05882352941177,-45.0,1000,1
291,26.47058823529412,-45.0,1000,1
294,79.41176470588236,-45.0,1000,1
296,114.70588235294119,-45.0,1000,1
300,185.29411764705884,-45.0,1000,1
301,202.94117647058826,-45.0,1000,1
309,-255.8823529411765,-15.0,1000,1
316,-132.3529411764706,-15.0,1000,1
334,185.29411764705884,-15.0,1000,1
343,-255.8823529411765,15.0,1000,1
345,-220.58823529411765,15.0,1000,1
350,-132.3529411764706,15.0,1000,1
351,-114.70588235294119,15.0,1000,1
356,-26.47058823529412,15.0,1000,1
357,-8.823529411764707,15.0,1000,1
368,185.29411764705884,15.0,1000,1
369,202.94117647058826,15.0,1000,1
372,255.8823529411765,15.0,1000,1
374,291.1764705882353,15.0,1000,1
383,-150.0,45.0,1000,1
384,-132.3529411764706,45.0,1000,1
398,114.70588235294119,45.0,1000,1
402,185.29411764705884,45.0,1000,1
403,202.94117647058826,45.0,1000,1
404,220.58823529411765,45.0,1000,1
405,238.23529411764707,45.0,1000,1
420,-97.05882352941177,75.0,1000,1
421,-79.41176470588236,75.0,1000,1
426,8.823529411764707,75.0,1000,1
428,44.11764705882353,75.0,1000,1
431,97.05882352941177,75.0,1000,1
437,202.94117647058826,75.0,1000,1
438,220.58823529411765,75.0,1000,1
444,-273.5294117647059,105.0,1000,1
451,-150.0,105.0,1000,1
459,-8.823529411764707,105.0,1000,1
465,97.05882352941177,105.0,1000,1
466,114.70588235294119,105.0,1000,1
474,255.8823529411765,105.0,1000,1
488,-97.05882352941177,135.0,1000,1
490,-61.76470588235294,135.0,1000,1
502,150.0,135.0,1000,1
504,185.29411764705884,135.0,1000,1
505,202.94117647058826,135.0,1000,1
507,238.23529411764707,135.0,1000,1
512,-273.5294117647059,165.0,1000,1
515,-220.58823529411765,165.0,1000,1
529,26.47058823529412,165.0,1000,1
530,44.11764705882353,165.0,1000,1
532,79.41176470588236,165.0,1000,1
534,114.70588235294119,165.0,1000,1
546,-273.5294117647059,195.0,1000,1
548,-238.23529411764707,195.0,1000,1
552,-167.64705882352942,195.0,1000,1
566,79.41176470588236,195.0,1000,1
583,-220.58823529411765,225.0,1000,1
589,-114.70588235294119,225.0,1000,1
597,26.47058823529412,225.0,1000,1
600,79.41176470588236,225.0,1000,1
601,97.05882352941177,225.0,1000,1
604,150.0,225.0,1000,1
608,220.58823529411765,225.0,1000,1
609,238.23529411764707,225.0,1000,1
612,291.1764705882353,225.0,1000,1
613,-291.1764705882353,255.0,1000,1
615,-255.8823529411765,255.0,1000,1
623,-114.70588235294119,255.0,1000,1
628,-26.47058823529412,255.0,1000,1
633,61.76470588235294,255.0,1000,1
637,132.3529411764706,255.0,1000,1
643,238.23529411764707,255.0,1000,1
644,255.8823529411765,255.0,1000,1
645,273.5294117647059,255.0,1000,1
647,-291.1764705882353,285.0,1000,1
657,-114.70588235294119,285.0,1000,1
659,-79.41176470588236,285.0,1000,1
663,-8.823529411764707,285.0,1000,1
675,202.94117647058826,285.0,1000,1
