probe_number,X,Y,Z,checkerboard_number
4,-238.23529411764707,-285.0,1000,16
8,-167.64705882352942,-285.0,1000,16
13,-79.41176470588236,-285.0,1000,16
19,26.47058823529412,-285.0,1000,16
22,79.41176470588236,-285.0,1000,16
29,202.94117647058826,-285.0,1000,16
31,238.23529411764707,-285.0,1000,16
34,291.1764705882353,-285.0,1000,16
36,-273.5294117647059,-255.0,1000,16
39,-220.58823529411765,-255.0,1000,16
50,-26.47058823529412,-255.0,1000,16
52,8.823529411764707,-255.0,1000,16
56,79.41176470588236,-255.0,1000,16
58,114.70588235294119,-255.0,1000,16
59,132.3529411764706,-255.0,1000,16
60,150.0,-255.0,1000,16
64,220.58823529411765,-255.0,1000,16
70,-273.5294117647059,-225.0,1000,16
77,-150.0,-225.0,1000,16
92,114.70588235294119,-225.0,1000,16
100,255.8823529411765,-225.0,1000,16
108,-202.94117647058826,-195.0,1000,16
109,-185.29411764705884,-195.0,1000,16
115,-79.41176470588236,-195.0,1000,16
122,44.11764705882353,-195.0,1000,16
126,114.70588235294119,-195.0,1000,16
131,202.94117647058826,-195.0,1000,16
133,238.23529411764707,-195.0,1000,16
137,-291.1764705882353,-165.0,1000,16
143,-185.29411764705884,-165.0,1000,16
151,-44.11764705882353,-165.0,1000,16
154,8.823529411764707,-165.0,1000,16
157,61.76470588235294,-165.0,1000,16
158,79.41176470588236,-165.0,1000,16
166,220.58823529411765,-165.0,1000,16
174,-238.23529411764707,-135.0,1000,16
175,-220.58823529411765,-135.0,1000,16
180,-132.3529411764706,-135.0,1000,16
182,-97.05882352941177,-135.0,1000,16
187,-8.823529411764707,-135.0,1000,16
191,61.76470588235294,-135.0,1000,16
202,255.8823529411765,-135.0,1000,16
208,-238.23529411764707,-105.0,1000,16
213,-150.0,-105.0,1000,16
215,-114.70588235294119,-105.0,1000,16
216,-97.05882352941177,-105.0,1000,16
222,8.823529411764707,-105.0,1000,16
225,61.76470588235294,-105.0,1000,16
229,132.3529411764706,-105.0,1000,16
240,-273.5294117647059,-75.0,1000,16
247,-150.0,-75.0,1000,16
254,-26.47058823529412,-75.0,1000,16
270,255.8823529411765,-75.0,1000,16
283,-114.70588235294119,-45.0,1000,16
291,26.47058823529412,-45.0,1000,16
292,44.11764705882353,-45.0,1000,16
305,273.5294117647059,-45.0,1000,16
308,-273.5294117647059,-15.0,1000,16
314,-167.64705882352942,-15.0,1000,16
325,26.47058823529412,-15.0,1000,16
330,114.70588235294119,-15.0,1000,16
333,167.64705882352942,-15.0,1000,16
334,185.29411764705884,-15.0,1000,16
340,291.1764705882353,-15.0,1000,16
341,-291.1764705882353,15.0,1000,16
343,-255.8823529411765,15.0,1000,16
348,-167.64705882352942,15.0,1000,16
356,-26.47058823529412,15.0,1000,16
357,-8.823529411764707,15.0,1000,16
358,8.823529411764707,15.0,1000,16
362,79.41176470588236,15.0,1000,16
364,114.70588235294119,15.0,1000,16
365,132.3529411764706,15.0,1000,16
370,220.58823529411765,15.0,1000,16
374,291.1764705882353,15.0,1000,16
382,-167.64705882352942,45.0,1000,16
384,-132.3529411764706,45.0,1000,16
389,-44.11764705882353,45.0,1000,16
391,-8.823529411764707,45.0,1000,16
393,26.47058823529412,45.0,1000,16
395,61.76470588235294,45.0,1000,16
400,150.0,45.0,1000,16
413,-220.58823529411765,75.0,1000,16
414,-202.94117647058826,75.0,1000,16
415,-185.29411764705884,75.0,1000,16
416,-167.64705882352942,75.0,1000,16
419,-114.70588235294119,75.0,1000,16
426,8.823529411764707,75.0,1000,16
429,61.76470588235294,75.0,1000,16
433,132.3529411764706,75.0,1000,16
435,167.64705882352942,75.0,1000,16
443,-291.1764705882353,105.0,1000,16
448,-202.94117647058826,105.0,1000,16
452,-132.3529411764706,105.0,1000,16
454,-97.05882352941177,105.0,1000,16
461,26.47058823529412,105.0,1000,16
470,185.29411764705884,105.0,1000,16
472,220.58823529411765,105.0,1000,16
476,291.1764705882353,105.0,1000,16
477,-291.1764705882353,135.0,1000,16
478,-273.5294117647059,135.0,1000,16
487,-114.70588235294119,135.0,1000,16
490,-61.76470588235294,135.0,1000,16
