probe_number,X,Y,Z,checkerboard_number
7,-185.29411764705884,-285.0,1000,8
17,-8.823529411764707,-285.0,1000,8
19,26.47058823529412,-285.0,1000,8
24,114.70588235294119,-285.0,1000,8
26,150.0,-285.0,1000,8
49,-44.11764705882353,-255.0,1000,8
54,44.11764705882353,-255.0,1000,8
56,79.41176470588236,-255.0,1000,8
59,132.3529411764706,-255.0,1000,8
60,150.0,-255.0,1000,8
62,185.29411764705884,-255.0,1000,8
64,220.58823529411765,-255.0,1000,8
67,273.5294117647059,-255.0,1000,8
69,-291.1764705882353,-225.0,1000,8
78,-132.3529411764706,-225.0,1000,8
79,-114.70588235294119,-225.0,1000,8
83,-44.11764705882353,-225.0,1000,8
86,8.823529411764707,-225.0,1000,8
90,79.41176470588236,-225.0,1000,8
91,97.05882352941177,-225.0,1000,8
93,132.3529411764706,-225.0,1000,8
99,238.23529411764707,-225.0,1000,8
105,-255.8823529411765,-195.0,1000,8
108,-202.94117647058826,-195.0,1000,8
110,-167.64705882352942,-195.0,1000,8
115,-79.41176470588236,-195.0,1000,8
119,-8.823529411764707,-195.0,1000,8
128,150.0,-195.0,1000,8
135,273.5294117647059,-195.0,1000,8
139,-255.8823529411765,-165.0,1000,8
142,-202.94117647058826,-165.0,1000,8
149,-79.41176470588236,-165.0,1000,8
152,-26.47058823529412,-165.0,1000,8
156,44.11764705882353,-165.0,1000,8
166,220.58823529411765,-165.0,1000,8
169,273.5294117647059,-165.0,1000,8
173,-255.8823529411765,-135.0,1000,8
175,-220.58823529411765,-135.0,1000,8
176,-202.94117647058826,-135.0,1000,8
185,-44.11764705882353,-135.0,1000,8
189,26.47058823529412,-135.0,1000,8
191,61.76470588235294,-135.0,1000,8
194,114.70588235294119,-135.0,1000,8
195,132.3529411764706,-135.0,1000,8
198,185.29411764705884,-135.0,1000,8
199,202.94117647058826,-135.0,1000,8
201,238.23529411764707,-135.0,1000,8
203,273.5294117647059,-135.0,1000,8
204,291.1764705882353,-135.0,1000,8
209,-220.58823529411765,-105.0,1000,8
231,167.64705882352942,-105.0,1000,8
237,273.5294117647059,-105.0,1000,8
239,-291.1764705882353,-75.0,1000,8
243,-220.58823529411765,-75.0,1000,8
247,-150.0,-75.0,1000,8
250,-97.05882352941177,-75.0,1000,8
256,8.823529411764707,-75.0,1000,8
259,61.76470588235294,-75.0,1000,8
260,79.41176470588236,-75.0,1000,8
264,150.0,-75.0,1000,8
266,185.29411764705884,-75.0,1000,8
284,-97.05882352941177,-45.0,1000,8
287,-44.11764705882353,-45.0,1000,8
289,-8.823529411764707,-45.0,1000,8
302,220.58823529411765,-45.0,1000,8
311,-220.58823529411765,-15.0,1000,8
314,-167.64705882352942,-15.0,1000,8
318,-97.05882352941177,-15.0,1000,8
325,26.47058823529412,-15.0,1000,8
336,220.58823529411765,-15.0,1000,8
345,-220.58823529411765,15.0,1000,8
358,8.823529411764707,15.0,1000,8
359,26.47058823529412,15.0,1000,8
374,291.1764705882353,15.0,1000,8
385,-114.70588235294119,45.0,1000,8
391,-8.823529411764707,45.0,1000,8
393,26.47058823529412,45.0,1000,8
411,-255.8823529411765,75.0,1000,8
422,-61.76470588235294,75.0,1000,8
426,8.823529411764707,75.0,1000,8
428,44.11764705882353,75.0,1000,8
436,185.29411764705884,75.0,1000,8
449,-185.29411764705884,105.0,1000,8
462,44.11764705882353,105.0,1000,8
464,79.41176470588236,105.0,1000,8
467,132.3529411764706,105.0,1000,8
476,291.1764705882353,105.0,1000,8
485,-150.0,135.0,1000,8
490,-61.76470588235294,135.0,1000,8
491,-44.11764705882353,135.0,1000,8
493,-8.823529411764707,135.0,1000,8
494,8.823529411764707,135.0,1000,8
515,-220.58823529411765,165.0,1000,8
518,-167.64705882352942,165.0,1000,8
526,-26.47058823529412,165.0,1000,8
530,44.11764705882353,165.0,1000,8
534,114.70588235294119,165.0,1000,8
541,238.23529411764707,165.0,1000,8
544,291.1764705882353,165.0,1000,8
549,-220.58823529411765,195.0,1000,8
554,-132.3529411764706,195.0,1000,8
562,8.823529411764707,195.0,1000,8
563,26.47058823529412,195.0,1000,8
576,255.8823529411765,195.0,1000,8
577,273.5294117647059,195.0,1000,8
580,-273.5294117647059,225.0,1000,8
581,-255.8823529411765,225.0,1000,8
582,-238.23529411764707,225.0,1000,8
585,-185.29411764705884,225.0,1000,8
591,-79.41176470588236,225.0,1000,8
599,61.76470588235294,225.0,1000,8
611,273.5294117647059,225.0,1000,8
633,61.76470588235294,255.0,1000,8
646,291.1764705882353,255.0,1000,8
647,-291.1764705882353,285.0,1000,8
651,-220.58823529411765,285.0,1000,8
662,-26.47058823529412,285.0,1000,8
668,79.41176470588236,285.0,1000,8
672,150.0,285.0,1000,8
675,202.94117647058826,285.0,1000,8
678,255.8823529411765,285.0,1000,8
