probe_number,X,Y,Z,checkerboard_number
6,-202.94117647058826,-285.0,1000,13
10,-132.3529411764706,-285.0,1000,13
11,-114.70588235294119,-285.0,1000,13
13,-79.41176470588236,-285.0,1000,13
15,-44.11764705882353,-285.0,1000,13
25,132.3529411764706,-285.0,1000,13
29,202.94117647058826,-285.0,1000,13
30,220.58823529411765,-285.0,1000,13
33,273.5294117647059,-285.0,1000,13
38,-238.23529411764707,-255.0,1000,13
39,-220.58823529411765,-255.0,1000,13
44,-132.3529411764706,-255.0,1000,13
45,-114.70588235294119,-255.0,1000,13
50,-26.47058823529412,-255.0,1000,13
51,-8.823529411764707,-255.0,1000,13
62,185.29411764705884,-255.0,1000,13
66,255.8823529411765,-255.0,1000,13
77,-150.0,-225.0,1000,13
88,44.11764705882353,-225.0,1000,13
93,132.3529411764706,-225.0,1000,13
97,202.94117647058826,-225.0,1000,13
107,-220.58823529411765,-195.0,1000,13
109,-185.29411764705884,-195.0,1000,13
115,-79.41176470588236,-195.0,1000,13
118,-26.47058823529412,-195.0,1000,13
126,114.70588235294119,-195.0,1000,13
129,167.64705882352942,-195.0,1000,13
131,202.94117647058826,-195.0,1000,13
142,-202.94117647058826,-165.0,1000,13
143,-185.29411764705884,-165.0,1000,13
149,-79.41176470588236,-165.0,1000,13
150,-61.76470588235294,-165.0,1000,13
155,26.47058823529412,-165.0,1000,13
159,97.05882352941177,-165.0,1000,13
161,132.3529411764706,-165.0,1000,13
163,167.64705882352942,-165.0,1000,13
164,185.29411764705884,-165.0,1000,13
174,-238.23529411764707,-135.0,1000,13
182,-97.05882352941177,-135.0,1000,13
188,8.823529411764707,-135.0,1000,13
201,238.23529411764707,-135.0,1000,13
206,-273.5294117647059,-105.0,1000,13
217,-79.41176470588236,-105.0,1000,13
220,-26.47058823529412,-105.0,1000,13
223,26.47058823529412,-105.0,1000,13
226,79.41176470588236,-105.0,1000,13
228,114.70588235294119,-105.0,1000,13
233,202.94117647058826,-105.0,1000,13
239,-291.1764705882353,-75.0,1000,13
261,97.05882352941177,-75.0,1000,13
274,-273.5294117647059,-45.0,1000,13
275,-255.8823529411765,-45.0,1000,13
287,-44.11764705882353,-45.0,1000,13
290,8.823529411764707,-45.0,1000,13
296,114.70588235294119,-45.0,1000,13
298,150.0,-45.0,1000,13
301,202.94117647058826,-45.0,1000,13
308,-273.5294117647059,-15.0,1000,13
310,-238.23529411764707,-15.0,1000,13
315,-150.0,-15.0,1000,13
319,-79.41176470588236,-15.0,1000,13
320,-61.76470588235294,-15.0,1000,13
321,-44.11764705882353,-15.0,1000,13
325,26.47058823529412,-15.0,1000,13
326,44.11764705882353,-15.0,1000,13
329,97.05882352941177,-15.0,1000,13
330,114.70588235294119,-15.0,1000,13
335,202.94117647058826,-15.0,1000,13
344,-238.23529411764707,15.0,1000,13
345,-220.58823529411765,15.0,1000,13
349,-150.0,15.0,1000,13
350,-132.3529411764706,15.0,1000,13
353,-79.41176470588236,15.0,1000,13
378,-238.23529411764707,45.0,1000,13
380,-202.94117647058826,45.0,1000,13
389,-44.11764705882353,45.0,1000,13
393,26.47058823529412,45.0,1000,13
395,61.76470588235294,45.0,1000,13
397,97.05882352941177,45.0,1000,13
398,114.70588235294119,45.0,1000,13
407,273.5294117647059,45.0,1000,13
416,-167.64705882352942,75.0,1000,13
419,-114.70588235294119,75.0,1000,13
422,-61.76470588235294,75.0,1000,13
436,185.29411764705884,75.0,1000,13
439,238.23529411764707,75.0,1000,13
442,291.1764705882353,75.0,1000,13
448,-202.94117647058826,105.0,1000,13
450,-167.64705882352942,105.0,1000,13
457,-44.11764705882353,105.0,1000,13
464,79.41176470588236,105.0,1000,13
467,132.3529411764706,105.0,1000,13
479,-255.8823529411765,135.0,1000,13
480,-238.23529411764707,135.0,1000,13
490,-61.76470588235294,135.0,1000,13
496,44.11764705882353,135.0,1000,13
498,79.41176470588236,135.0,1000,13
501,132.3529411764706,135.0,1000,13
503,167.64705882352942,135.0,1000,13
506,220.58823529411765,135.0,1000,13
507,238.23529411764707,135.0,1000,13
508,255.8823529411765,135.0,1000,13
513,-255.8823529411765,165.0,1000,13
518,-167.64705882352942,165.0,1000,13
520,-132.3529411764706,165.0,1000,13
532,79.41176470588236,165.0,1000,13
546,-273.5294117647059,195.0,1000,13
554,-132.3529411764706,195.0,1000,13
561,-8.823529411764707,195.0,1000,13
573,202.94117647058826,195.0,1000,13
577,273.5294117647059,195.0,1000,13
582,-238.23529411764707,225.0,1000,13
590,-97.05882352941177,225.0,1000,13
595,-8.823529411764707,225.0,1000,13
602,114.70588235294119,225.0,1000,13
630,8.823529411764707,255.0,1000,13
640,185.29411764705884,255.0,1000,13
641,202.94117647058826,255.0,1000,13
642,220.58823529411765,255.0,1000,13
643,238.23529411764707,255.0,1000,13
648,-273.5294117647059,285.0,1000,13
649,-255.8823529411765,285.0,1000,13
650,-238.23529411764707,285.0,1000,13
652,-202.94117647058826,285.0,1000,13
662,-26.47058823529412,285.0,1000,13
672,150.0,285.0,1000,13
674,185.29411764705884,285.0,1000,13
675,202.94117647058826,285.0,1000,13
