probe_number,X,Y,Z,checkerboard_number
5,-220.58823529411765,-285.0,1000,10
13,-79.41176470588236,-285.0,1000,10
15,-44.11764705882353,-285.0,1000,10
25,132.3529411764706,-285.0,1000,10
26,150.0,-285.0,1000,10
29,202.94117647058826,-285.0,1000,10
32,255.8823529411765,-285.0,1000,10
35,-291.1764705882353,-255.0,1000,10
36,-273.5294117647059,-255.0,1000,10
39,-220.58823529411765,-255.0,1000,10
45,-114.70588235294119,-255.0,1000,10
47,-79.41176470588236,-255.0,1000,10
48,-61.76470588235294,-255.0,1000,10
49,-44.11764705882353,-255.0,1000,10
52,8.823529411764707,-255.0,1000,10
55,61.76470588235294,-255.0,1000,10
67,273.5294117647059,-255.0,1000,10
80,-97.05882352941177,-225.0,1000,10
86,8.823529411764707,-225.0,1000,10
87,26.47058823529412,-225.0,1000,10
99,238.23529411764707,-225.0,1000,10
104,-273.5294117647059,-195.0,1000,10
108,-202.94117647058826,-195.0,1000,10
109,-185.29411764705884,-195.0,1000,10
122,44.11764705882353,-195.0,1000,10
137,-291.1764705882353,-165.0,1000,10
147,-114.70588235294119,-165.0,1000,10
150,-61.76470588235294,-165.0,1000,10
160,114.70588235294119,-165.0,1000,10
163,167.64705882352942,-165.0,1000,10
165,202.94117647058826,-165.0,1000,10
170,291.1764705882353,-165.0,1000,10
171,-291.1764705882353,-135.0,1000,10
183,-79.41176470588236,-135.0,1000,10
185,-44.11764705882353,-135.0,1000,10
191,61.76470588235294,-135.0,1000,10
195,132.3529411764706,-135.0,1000,10
199,202.94117647058826,-135.0,1000,10
203,273.5294117647059,-135.0,1000,10
205,-291.1764705882353,-105.0,1000,10
206,-273.5294117647059,-105.0,1000,10
207,-255.8823529411765,-105.0,1000,10
211,-185.29411764705884,-105.0,1000,10
215,-114.70588235294119,-105.0,1000,10
221,-8.823529411764707,-105.0,1000,10
234,220.58823529411765,-105.0,1000,10
242,-238.23529411764707,-75.0,1000,10
244,-202.94117647058826,-75.0,1000,10
251,-79.41176470588236,-75.0,1000,10
252,-61.76470588235294,-75.0,1000,10
259,61.76470588235294,-75.0,1000,10
264,150.0,-75.0,1000,10
269,238.23529411764707,-75.0,1000,10
272,291.1764705882353,-75.0,1000,10
273,-291.1764705882353,-45.0,1000,10
281,-150.0,-45.0,1000,10
289,-8.823529411764707,-45.0,1000,10
303,238.23529411764707,-45.0,1000,10
305,273.5294117647059,-45.0,1000,10
315,-150.0,-15.0,1000,10
320,-61.76470588235294,-15.0,1000,10
321,-44.11764705882353,-15.0,1000,10
341,-291.1764705882353,15.0,1000,10
346,-202.94117647058826,15.0,1000,10
362,79.41176470588236,15.0,1000,10
368,185.29411764705884,15.0,1000,10
371,238.23529411764707,15.0,1000,10
374,291.1764705882353,15.0,1000,10
377,-255.8823529411765,45.0,1000,10
395,61.76470588235294,45.0,1000,10
405,238.23529411764707,45.0,1000,10
407,273.5294117647059,45.0,1000,10
418,-132.3529411764706,75.0,1000,10
419,-114.70588235294119,75.0,1000,10
421,-79.41176470588236,75.0,1000,10
428,44.11764705882353,75.0,1000,10
438,220.58823529411765,75.0,1000,10
441,273.5294117647059,75.0,1000,10
449,-185.29411764705884,105.0,1000,10
454,-97.05882352941177,105.0,1000,10
458,-26.47058823529412,105.0,1000,10
460,8.823529411764707,105.0,1000,10
470,185.29411764705884,105.0,1000,10
472,220.58823529411765,105.0,1000,10
476,291.1764705882353,105.0,1000,10
481,-220.58823529411765,135.0,1000,10
490,-61.76470588235294,135.0,1000,10
492,-26.47058823529412,135.0,1000,10
503,167.64705882352942,135.0,1000,10
511,-291.1764705882353,165.0,1000,10
518,-167.64705882352942,165.0,1000,10
523,-79.41176470588236,165.0,1000,10
531,61.76470588235294,165.0,1000,10
533,97.05882352941177,165.0,1000,10
534,114.70588235294119,165.0,1000,10
539,202.94117647058826,165.0,1000,10
541,238.23529411764707,165.0,1000,10
543,273.5294117647059,165.0,1000,10
553,-150.0,195.0,1000,10
556,-97.05882352941177,195.0,1000,10
558,-61.76470588235294,195.0,1000,10
559,-44.11764705882353,195.0,1000,10
562,8.823529411764707,195.0,1000,10
564,44.11764705882353,195.0,1000,10
575,238.23529411764707,195.0,1000,10
576,255.8823529411765,195.0,1000,10
584,-202.94117647058826,225.0,1000,10
586,-167.64705882352942,225.0,1000,10
588,-132.3529411764706,225.0,1000,10
603,132.3529411764706,225.0,1000,10
610,255.8823529411765,225.0,1000,10
613,-291.1764705882353,255.0,1000,10
617,-220.58823529411765,255.0,1000,10
619,-185.29411764705884,255.0,1000,10
624,-97.05882352941177,255.0,1000,10
630,8.823529411764707,255.0,1000,10
635,97.05882352941177,255.0,1000,10
640,185.29411764705884,255.0,1000,10
641,202.94117647058826,255.0,1000,10
649,-255.8823529411765,285.0,1000,10
654,-167.64705882352942,285.0,1000,10
658,-97.05882352941177,285.0,1000,10
665,26.47058823529412,285.0,1000,10
671,132.3529411764706,285.0,1000,10
679,273.5294117647059,285.0,1000,10
